Protein	Structural Cluster	Cluster representative	Family	Class	Consensus Class	In_tree?	Best Hit UniprotKB entry	Best Hit UniprotKB name	Best Hit UniprotKB %id	Best Hit UniprotKB e-value	UniprotKB novelty%	Average identity	Average TM-score	Abundance	Redundant_names
SPA_MetaAn_7_l305_st29_e943_se-1_ID=188656_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A7C6W4P0	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	76	2.20E-164	24	0.105	0.44014	0	-
SPA_MetaAn_7_l305_st305_e1219_se1_ID=120933_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_7_l305_st614_e1528_se-1_ID=90005_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A7X6XD71	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	83.6	0.00E+00	16.4	0.112	0.44895	0	-
10259042_len_309_MetaAn_47	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	70.3	4.70E-155	29.7	0.233	0.65173	0.001203095	-
SPA_MetaAn_70_l258_st8262_e9035_se-1_ID=737_9	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A1E3YWA4	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	84.8	1.40E-160	15.2	0.157	0.59797	0	-
SPA_MetaAn_70_l260_st6332_e7111_se-1_ID=409_8	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A0S9F1R9	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	69.1	5.60E-126	30.9	0.154	0.6021	0	-
SPA_MetaAn_70_l261_st655_e1437_se1_ID=11567_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_70_l266_st110_e907_se-1_ID=28321_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_70_l266_st29_e826_se-1_ID=45841_1	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_77_l246_st2646_e3383_se-1_ID=10894_3	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A3N7CGU5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	70.2	3.20E-130	29.8	0.149	0.63388	0.010597209	-
SPA_MetaAn_77_l293_st1508_e2386_se-1_ID=11772_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	70	7.20E-150	30	0.198	0.63657	0.004925392	-
15886999_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	69.9	6.30E-146	30.1	0.223	0.65676	0.000839387	-
244634_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A521AX28	Metallo-beta-lactamase class B	69.9	9.10E-144	30.1	0.212	0.64932	0.005791268	-
SPA_MetaAn_74_l315_st76_e1020_se-1_ID=189047_1	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	B8HP81	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	65.3	1.50E-154	34.7	0.1	0.43255	0	-
SPA_MetaAn_74_l324_st803_e1774_se-1_ID=79942_2	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	Yes	A0A1Q8ZDS6	Ribonuclease Z, RNase Z, 3.1.26.11, tRNA 3 endonuclease, tRNase Z	67.7	2.40E-153	32.3	0.094	0.4221	0	-
35567667_len_294_MetaAn_65	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A537HUM7	Subclass B3 metallo-beta-lactamase	69.8	2.00E-147	30.2	0.213	0.65953	0.002415204	-
SPA_MetaAn_17_l306_st426_e1343_se1_ID=85415_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	69.7	1.80E-149	30.3	0.236	0.65831	0.008289242	-
1390504_len_293_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	69.6	2.10E-144	30.4	0.221	0.6543	0.003398075	-
SPA_MetaAn_17_l305_st954_e1868_se1_ID=119899_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	69.4	4.00E-148	30.6	0.238	0.65339	0.012123856	-
SPA_MetaAn_62_l292_st3287_e4162_se-1_ID=212_5	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A9E2YRL4	Subclass B3 metallo-beta-lactamase	69.3	3.10E-136	30.7	0.199	0.6671	0.011882774	-
16198264_len_293_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	69.2	8.50E-144	30.8	0.214	0.65367	0.001217523	-
SPA_MetaAn_78_l306_st435_e1352_se-1_ID=8220_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A516IQU1	Subclass B3 metallo-beta-lactamase	69.2	1.90E-146	30.8	0.237	0.65342	0.021172535	-
SPA_MetaAn_83_l299_st205_e1101_se-1_ID=65030_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	69.2	6.20E-143	30.8	0.209	0.6413	0.006094175	-
SPA_MetaAn_8_l258_st1680_e2453_se1_ID=2813_4	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	-
SPA_MetaAn_53_l305_st44_e958_se-1_ID=21752_1	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	69.1	2.10E-150	30.9	0.23	0.65636	0.012252355	-
14783906_len_302_MetaAn_65	B3-VI	19299645_len_359_MetaAn_62	Undefined	Candidate	B3	Yes	A0A8E9ZUT7	Subclass B3 metallo-beta-lactamase B3SU1-1	69	7.80E-150	31	0.217	0.64904	0.000557268	-
8587538_len_247_MetaAn_23	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A3N7CGU5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	69	1.40E-129	31	0.152	0.64017	0.004615958	-
12828681_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.9	7.00E-143	31.1	0.223	0.6507	0.001127415	-
16012101_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.9	1.70E-143	31.1	0.223	0.65558	0.000776488	-
18676742_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.9	1.20E-143	31.1	0.22	0.65366	0.000396958	-
7969038_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.9	4.90E-143	31.1	0.218	0.6521	0.000253206	-
23471528_len_300_MetaAn_68	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A7Y1XU89	Subclass B3 metallo-beta-lactamase	68.6	5.80E-131	31.4	0.193	0.65935	0.001490767	-
1171896_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.5	2.80E-142	31.5	0.223	0.65512	0.000807534	-
5463828_len_293_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.5	2.00E-142	31.5	0.22	0.64382	0.003413539	-
SPA_MetaAn_84_l251_st620_e1372_se1_ID=24605_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A7Y0DIK6	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	84.4	3.00E-150	15.6	0.154	0.57946	0	-
7545869_len_263_MetaAn_9	B3-II	L1-P9	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	68.3	2.00E-127	31.7	0.222	0.65735	0.006738166	-
10395901_len_313_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	68.2	1.00E-140	31.8	0.205	0.61322	0.000475123	-
8425597_len_308_MetaAn_74	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A521AX28	Metallo-beta-lactamase class B	68.1	2.70E-142	31.9	0.196	0.62812	0.00708627	-
17397035_len_302_MetaAn_65	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A8E9ZUT7	Subclass B3 metallo-beta-lactamase B3SU1-1	68	4.30E-147	32	0.218	0.64994	0.000521483	-
5255603_len_313_MetaAn_64	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A9X1QLC8	Subclass B3 metallo-beta-lactamase	68	2.80E-142	32	0.222	0.63417	0.000459906	-
SPA_MetaAn_9_l261_st981_e1763_se1_ID=38162_2	Glyoxolase II gloB-like	1794303_len_270_MetaAn_8	Undefined	Candidate	MBL	Yes	A0A3C0YA94	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	84.2	2.10E-163	15.8	0.151	0.59866	0	-
SPA_MetaAn_2_l298_st478_e1371_se1_ID=48120_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A4R2IFC5	Metallo-beta-lactamase class B	68	3.10E-134	32	0.206	0.65052	0.007524362	-
3550893_len_310_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	67.8	4.50E-141	32.2	0.212	0.62514	0.00264985	-
3675708_len_310_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	67.8	1.50E-139	32.2	0.205	0.60112	0.000536002	-
SPA_MetaAn_74_l290_st1282_e2151_se-1_ID=19921_4	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A7Y6PP07	Subclass B3 metallo-beta-lactamase	67.6	9.00E-136	32.4	0.19	0.66629	0.00252091	-
14485803_len_293_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	67.5	1.40E-140	32.5	0.216	0.63808	0.000255896	-
21743956_len_306_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	67.5	3.80E-139	32.5	0.212	0.62954	0.001234771	-
1630423_len_306_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	67.1	1.20E-137	32.9	0.206	0.62243	0.001724917	-
18504576_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	67.1	1.10E-139	32.9	0.222	0.64636	0.000582105	-
2605757_len_300_MetaAn_62	B3-I	21612749_len_335_MetaAn_73	Undefined	Candidate	B3	Yes	A0A508A9C3	Subclass B3 metallo-beta-lactamase	67.1	1.00E-137	32.9	0.201	0.64408	0.000457247	-
6981244_len_293_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	67.1	1.40E-140	32.9	0.222	0.65143	0.000710281	-
10471689_len_248_MetaAn_23	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	66.8	2.70E-124	33.2	0.157	0.6478	0.002476797	-
11433278_len_293_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	66.8	9.70E-141	33.2	0.224	0.65866	0.00137887	-
12395730_len_306_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	66.8	6.50E-140	33.2	0.212	0.62581	0.001649733	-
SPA_MetaAn_57_l241_st364_e1086_se-1_ID=15438_1	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	66.7	7.90E-122	33.3	0.16	0.6462	0.007359841	-
1444002_len_293_MetaAn_59	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	66.4	3.10E-139	33.6	0.218	0.65498	0.001211501	-
6904173_len_293_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	66.4	1.20E-141	33.6	0.224	0.65544	0.002357823	-
16556481_len_332_MetaAn_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1I4WN69	Metallo-beta-lactamase class B	66.3	4.10E-128	33.7	0.205	0.59045	0.003387443	-
10049269_len_293_MetaAn_67	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A1H3WMT7	Metallo-beta-lactamase class B	66.2	1.00E-138	33.8	0.202	0.65765	0.001490434	-
16522121_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	66.2	7.80E-102	33.8	0.157	0.60537	0	-
22944373_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	66.2	9.60E-103	33.8	0.159	0.59858	0.002166124	-
2417364_len_310_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A4U3KWE4	Subclass B3 metallo-beta-lactamase	66.1	3.10E-134	33.9	0.204	0.60662	0.000559329	-
30241248_len_247_MetaAn_65	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A923VCQ3	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	66.1	9.10E-121	33.9	0.149	0.65463	0.0002701	-
SPA_MetaAn_29_l286_st2499_e3356_se-1_ID=17789_3	B3-I	21612749_len_335_MetaAn_73	Undefined	Candidate	B3	Yes	A0A7H0FVF9	beta-lactamase, 3.5.2.6	66.1	3.50E-136	33.9	0.208	0.66673	0.033751806	-
16139277_len_332_MetaAn_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CKW2	Subclass B3 metallo-beta-lactamase	66	7.00E-127	34	0.201	0.58937	0.001257631	-
4269014_len_344_MetaAn_64	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6G7ZII4	Subclass B3 metallo-beta-lactamase	66	8.60E-142	34	0.203	0.58249	0.003386811	-
16752396_len_271_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	65.8	9.30E-104	34.2	0.153	0.59751	0.000753724	-
SPA_MetaAn_82_l309_st150_e1076_se-1_ID=156338_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A925W2P7	Subclass B3 metallo-beta-lactamase	65.8	3.90E-126	34.2	0.211	0.65142	0.005015352	-
12944634_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	65.7	5.50E-102	34.3	0.16	0.60187	0	-
16476328_len_293_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	65.7	4.60E-139	34.3	0.222	0.65138	0.000671465	-
4052341_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	65.7	9.60E-103	34.3	0.158	0.59025	0.00037171	-
6333904_len_309_MetaAn_64	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6J4TXL8	Subclass B3 beta-lactamase, 3.5.2.6	65.7	1.40E-142	34.3	0.232	0.6506	0.00249083	-
SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A521AX28	Metallo-beta-lactamase class B	65.4	2.50E-138	34.6	0.205	0.66504	0.003876646	-
7533982_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	65.3	3.70E-100	34.7	0.156	0.60311	0.00043217	-
14474174_len_306_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	65.1	1.40E-136	34.9	0.213	0.62997	0.000348061	-
SPA_MetaAn_1_l273_st2603_e3421_se1_ID=4118_2	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	65.1	1.90E-101	34.9	0.149	0.59037	0.003093294	-
SPA_MetaAn_62_l304_st254_e1165_se1_ID=33912_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A6I4USZ2	Subclass B3 metallo-beta-lactamase	65.1	1.40E-133	34.9	0.233	0.65283	0.001763321	-
SPA_MetaAn_2_l299_st87_e983_se-1_ID=53282_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	64.9	3.30E-135	35.1	0.223	0.64879	0.006281526	-
SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	B2-I	CVI-1	Undefined	Candidate	B2	Yes	A0A947SIB5	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	64.9	7.00E-103	35.1	0.137	0.63084	0.002839959	-
13112206_len_271_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	64.8	3.80E-103	35.2	0.152	0.59715	0	-
21612749_len_335_MetaAn_73	B3-I	21612749_len_335_MetaAn_73	Undefined	Candidate	B3	Yes	A0A3N4VVU4	Metallo-beta-lactamase class B	64.7	1.90E-132	35.3	0.186	0.58469	0.000709508	-
61112837_len_309_MetaAn_17	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A7W0K7Z1	Subclass B3 metallo-beta-lactamase	64.6	2.40E-119	35.4	0.217	0.64451	0.002625457	-
SPA_MetaAn_2_l299_st987_e1883_se1_ID=5434_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	64.5	2.20E-133	35.5	0.223	0.64925	0.006536075	-
SPA_MetaAn_1_l270_st2245_e3054_se-1_ID=22706_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	64.4	1.60E-99	35.6	0.154	0.60547	0.008123983	-
5127759_len_313_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A5B8V4C4	Subclass B3 metallo-beta-lactamase	64	4.00E-131	36	0.201	0.61549	0.000486125	-
SPA_MetaAn_67_l298_st2396_e3289_se1_ID=1301_3	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A521AX28	Metallo-beta-lactamase class B	64	1.20E-138	36	0.192	0.6447	0.003798433	-
SPA_MetaAn_9_l289_st13990_e14856_se1_ID=572_13	B3-I	21612749_len_335_MetaAn_73	Undefined	Candidate	B3	Yes	A0A925MZB0	Subclass B3 metallo-beta-lactamase	64	6.50E-133	36	0.203	0.66228	0.018334024	-
12467698_len_271_MetaAn_1	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	63.9	2.00E-100	36.1	0.148	0.60415	0.000366732	-
27465317_len_271_MetaAn_1	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	63.9	8.30E-100	36.1	0.153	0.59775	0	-
SPA_MetaAn_23_l258_st1450_e2223_se1_ID=17702_3	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	Yes	A0A969IF98	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	63.9	9.30E-116	36.1	0.146	0.60849	0.001098858	-
SPA_MetaAn_73_l291_st361_e1233_se1_ID=77215_2	B3-I	21612749_len_335_MetaAn_73	Undefined	Candidate	B3	Yes	A0A3N4VVU4	Metallo-beta-lactamase class B	63.9	1.80E-133	36.1	0.209	0.66061	0.010716624	-
SPA_MetaAn_20_l328_st102_e1085_se1_ID=19939_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1H0ZM43	Metallo-beta-lactamase class B	63.8	2.80E-137	36.2	0.202	0.60848	0.005515594	-
SPA_MetaAn_20_l304_st169_e1080_se-1_ID=38754_2	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A7G9S9P8	Subclass B3 metallo-beta-lactamase	63.7	1.90E-137	36.3	0.232	0.65452	0.001888197	-
1338338_len_271_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	63.5	3.40E-99	36.5	0.146	0.59473	0.001230033	-
SPA_MetaAn_28_l304_st35_e946_se-1_ID=104730_1	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0AA37VE07	HARLDQ motif MBL-fold protein	63.3	1.50E-127	36.7	0.212	0.6606	0.009034322	-
SPA_MetaAn_53_l327_st1960_e2940_se-1_ID=8796_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A1H0ZM43	Metallo-beta-lactamase class B	63.2	9.40E-138	36.8	0.201	0.60926	0.014355498	-
12796850_len_271_MetaAn_1	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	63	1.20E-99	37	0.15	0.60555	0.000347476	-
SPA_MetaAn_23_l285_st12_e866_se-1_ID=135876_1	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A371BHG7	Subclass B3 metallo-beta-lactamase	63	1.00E-128	37	0.228	0.69785	0.004362735	-
SPA_MetaAn_45_l305_st895_e1809_se1_ID=25891_2	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	Yes	A0A059WT08	L1_beta_lactamase	62.9	2.70E-122	37.1	0.219	0.65545	0.01335331	-
SPA_MetaAn_3_l315_st1608_e2552_se1_ID=45635_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	62.8	2.50E-129	37.2	0.218	0.63665	0.002553163	-
SPA_MetaAn_83_l299_st3278_e4174_se1_ID=11966_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	62.7	5.20E-127	37.3	0.221	0.6436	0.003835961	-
397866_len_363_MetaAn_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	62.5	8.60E-128	37.5	0.19	0.56064	0.0000726	-
719461_len_333_MetaAn_10	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	62.5	4.30E-130	37.5	0.205	0.60468	0.001901429	-
61465302_len_332_MetaAn_50	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A2W4TL67	Subclass B3 metallo-beta-lactamase	62.4	5.00E-131	37.6	0.207	0.60982	0.000880121	-
13781958_len_271_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	62.3	1.80E-96	37.7	0.154	0.60838	0.003464836	-
6170116_len_285_MetaAn_57	B3-III	1815354_len_342_MetaAn_63	Undefined	Candidate	B3	Yes	A0A1W9HM78	Subclass B3 metallo-beta-lactamase	62.3	2.10E-121	37.7	0.235	0.69654	0.00851741	-
5826406_len_271_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A2T2YI07	Beta-lactamase, 3.5.2.6	62.2	2.70E-98	37.8	0.147	0.60729	0.000998821	-
SPA_MetaAn_3_l250_st354_e1103_se-1_ID=35239_1	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	Yes	A0A1T5PCW7	Metallo-beta-lactamase type 2, 3.5.2.6, B2 metallo-beta-lactamase, Metallo-beta-lactamase type II	62.2	1.90E-108	37.8	0.159	0.63191	0.081814331	-
SPA_MetaAn_3_l315_st1608_e2552_se1_ID=45634_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	Yes	A0A962CAT9	Subclass B3 metallo-beta-lactamase	62.2	4.10E-128	37.8	0.217	0.62539	0.000788451	-
